ned_number,ned_details_link,owner,street,city,county,state,zip,subdivision,balance_due,auction_date,status,ned_file_date,address
2025-000463,/ForeclosurePortal/Party.aspx/Index/398792?caseID=81645&attorney=False&digest=WxY8SvN9Q8c2T%2Blyqn1qWQ05KdrPz2Gk4s5T2Gixj6E,"ACERET, JACOB D.",,,denver,CO,,,"$225,000.00",6/11/2026,OPEN,2/11/2026,"1155 ASH STREET UNIT 1206, DENVER, CO, 80220"
2026-000047,/ForeclosurePortal/Party.aspx/Index/403243?caseID=81909&attorney=False&digest=sMZZBj2eKjRPcCAKQPFSciOLc%2FyjljpkxxprN8WkTWY,"ACOSTA-FERREL, BENJAMIN",,,denver,CO,,,"$457,500.00",5/28/2026,CLOSED,1/26/2026,"855 SOUTH NEWTON STREET, DENVER, CO, 80219"
2025-000552,/ForeclosurePortal/Party.aspx/Index/400407?caseID=81734&attorney=False&digest=fmbJlhBa1Ki8B%2BEaPcGmlJKIBkJbub%2FNU3P1%2Fi8TOkQ,"AGUILAR, RAMON",,,denver,CO,,,"$250,000.00",,CLOSED,10/31/2025,"4295 GENOA STREET, DENVER, CO, 80249"
2026-000158,/ForeclosurePortal/Party.aspx/Index/405005?caseID=82020&attorney=False&digest=OvC912VKNUaVwU3tJy7D2PQTF4NNSf%2Byl13nv7FUtuY,"AGUIRRE PEREZ, EVER",,,denver,CO,,,"$352,000.00",7/16/2026,OPEN,3/16/2026,"1427 SOUTH YATES STREET, DENVER, COLORADO, 80219-3637"
2026-000043,/ForeclosurePortal/Party.aspx/Index/403182?caseID=81905&attorney=False&digest=jf5tbsxXkUbbb2xY4F%2F%2B5Naw5HYhjDK0pLfEtI0hGcM,"AHMED, SAMEERA",,,denver,CO,,,"$127,077.00",5/28/2026,CLOSED,1/26/2026,"655 PEARL STREET UNIT 308, DENVER, COLORADO, 80203"
2025-000376,/ForeclosurePortal/Party.aspx/Index/397582?caseID=81558&attorney=False&digest=%2FW66ejlqn1JpJEc3BZ5KyFV3akimx98XhtsvSPdxwXs,"AKBULUT, ARMAN",,,denver,CO,,,"$312,372.00",,CLOSED,7/29/2025,"1818 S QUEBEC WAY UNIT 11-3, DENVER, CO, 80231"
2025-000435,/ForeclosurePortal/Party.aspx/Index/398427?caseID=81617&attorney=False&digest=nQzJhQPEr5RdZONGJZz%2FFwcmOVdhzbvbZvN1GzXMEoQ,"ALCHEMY EQUITY GROUP, LLC",,,denver,CO,,,"$825,000.00",,CLOSED,9/5/2025,"1936 AND 1938 SOUTH BROADWAY, DENVER, CO, 80210"
2025-000320,/ForeclosurePortal/Party.aspx/Index/396789?caseID=81502&attorney=False&digest=geBtLn7lVoYti0tQsuyo25u6cuBunA080Wf74oM%2Fuk4,ALEXANDRA C KLOS AKA ALEXANDRA COLLEEN KLOS,,,denver,CO,,,"$345,950.00",,CLOSED,6/25/2025,"1164 S BEACH CT, DENVER, CO, 80219-4212"
2026-000139,/ForeclosurePortal/Party.aspx/Index/404727?caseID=82001&attorney=False&digest=y5SNwP4z4tjnmxxJo1d4iu2M2nlM%2F9RhalFU6EwftA8,ALEXANDRA C KLOS AKA ALEXANDRA COLLEEN KLOS,,,denver,CO,,,"$345,950.00",7/9/2026,OPEN,3/6/2026,"1164 S BEACH CT, DENVER, CO, 80219-4212"
2025-000384,/ForeclosurePortal/Party.aspx/Index/397700?caseID=81566&attorney=False&digest=jgGmRmY%2B8hMbHmV1wZkZHrWk8tgrIDRpk1rnT9LSakA,"ALLEN, KARLOS D",,,denver,CO,,,"$233,160.00",,CLOSED,7/31/2025,"4648 AUCKLAND COURT, DENVER, CO, 80239"
2025-000362,/ForeclosurePortal/Party.aspx/Index/397399?caseID=81544&attorney=False&digest=AnjQ18I1zpHv44uDvcA4DZN%2Fth%2B%2FupQ64JTBn1Po2sM,"ALTAMAR, MELISSA",,,denver,CO,,,"$343,660.00",,CLOSED,7/22/2025,"19448 EAST 45TH AVENUE, DENVER, CO, 80249"
2025-000544,/ForeclosurePortal/Party.aspx/Index/400277?caseID=81726&attorney=False&digest=x2yXBk%2F5I%2BD0hAksK3q6MCHrHSnfPlkjZxvQAZ5pZ10,"ALVAREZ, ANA LOURDES",,,denver,CO,,,"$328,932.00",,CLOSED,10/29/2025,"4482 FAIRPLAY WAY, DENVER, CO, 80239"
2025-000377,/ForeclosurePortal/Party.aspx/Index/397598?caseID=81559&attorney=False&digest=DY%2FVWm6bmToXcGxyJgZZ4vkYvjt5%2FAbJUOvmYn6HCXU,"ALVAREZ, MATHEWS E",,,denver,CO,,,"$204,250.00",,CLOSED,7/29/2025,"3578 DEXTER COURT, DENVER, CO, 80207"
2025-000569,/ForeclosurePortal/Party.aspx/Index/400610?caseID=81751&attorney=False&digest=8dTeUtA%2Fmo1xU4IUj2f9YnpBm0efJaP69atclK0Ckq4,"AMRINE, DAVID",,,denver,CO,,,"$179,935.00",3/19/2026,OPEN,11/6/2025,"1186 XENIA STREET, DENVER, CO, 80220-3555"
2025-000521,/ForeclosurePortal/Party.aspx/Index/399923?caseID=81703&attorney=False&digest=Iv3j04yQ0z1ykauwo9mVkpNPgXZsUgxeJR7ZH3Vt7nk,"ANDERSON, JESSICA LYNN",,,denver,CO,,,"$221,500.00",,CLOSED,10/17/2025,"921 E 13TH AVE, # 1B, DENVER, CO, 80218-1977"
2025-000524,/ForeclosurePortal/Party.aspx/Index/399957?caseID=81706&attorney=False&digest=15wVvjPpAd%2FUpj6k3eS%2BjSnqlOoB9emuGAl%2FNe%2BZsZo,"ANGELL, KRISTI J.",,,denver,CO,,,"$270,400.00",,CLOSED,10/20/2025,"4087 SOUTH READING WAY, DENVER, CO, 80237"
2025-000630,/ForeclosurePortal/Party.aspx/Index/401556?caseID=81812&attorney=False&digest=M%2BezB0sn8Xhvdvd0gfDpoaYGoDH1HoirU42ESVDmqhg,"ANGULO LOZOYA, ANDREW GUADALUPE",,,denver,CO,,,"$554,766.00",4/16/2026,OPEN,12/15/2025,"4606 WALDEN CT, DENVER, CO, 80249-8707"
2025-000358,/ForeclosurePortal/Party.aspx/Index/397347?caseID=81540&attorney=False&digest=m0xUgLBBFPo7gHTHdhGN3FFbQ1TgLtWRwF6tm%2BbM%2Fp0,"ANIFOWOSHE, LURDINE",,,denver,CO,,,"$85,300.00",,CLOSED,7/17/2025,"4585 DAVENPORT WAY, DENVER, CO, 80239"
2025-000570,/ForeclosurePortal/Party.aspx/Index/400648?caseID=81752&attorney=False&digest=NtUyepQFNnKRNFDOMRBgceDPCdycqDcQdiZr4zJeGZY,"ANTHONY, MICHAEL",,,denver,CO,,,"$149,400.00",4/2/2026,OPEN,11/7/2025,"2823 N MADISON ST, DENVER, CO, 80205-5057"
2026-000010,/ForeclosurePortal/Party.aspx/Index/402678?caseID=81872&attorney=False&digest=ivH%2BGMAq2VFA4zmK%2BokiLgj52R63xr8DkqX9sFZN3js,"ARCHULETA, BRIAN D.",,,denver,CO,,,"$115,225.00",5/14/2026,OPEN,1/9/2026,"3550 S HARLAN ST, UNIT 187, DENVER, CO, 80235-2703"
2026-000103,/ForeclosurePortal/Party.aspx/Index/404156?caseID=81965&attorney=False&digest=FWtCMOiYR4q%2FhmQkr09%2Bb6YcjvSTKVkLqy9ORSqhgUY,"ARCHULETA, LORETTA G",,,denver,CO,,,"$93,937.00",6/25/2026,OPEN,2/23/2026,"4956 MILWAUKEE STREET, DENVER, CO, 80216"
2025-000457,/ForeclosurePortal/Party.aspx/Index/398719?caseID=81639&attorney=False&digest=bV5C1HseK2pXxelnOoSxSF96j7rF2iVr5hjafP0MjaA,"ARMBRUSTER, MICHAEL J.",,,denver,CO,,,"$387,400.00",3/26/2026,OPEN,9/11/2025,"410 E JEWELL AVE, DENVER, CO, 80210"
2025-000658,/ForeclosurePortal/Party.aspx/Index/402215?caseID=81840&attorney=False&digest=VekJ5nyhl6xkamP7k8sdU6veJlCMzO1UKDDXBmzxjZ0,"ARMSTRONG, CEDRIC",,,denver,CO,,,"$50,000.00",4/23/2026,OPEN,12/23/2025,"14445 STOLL PL, DENVER, CO, 80239-6471"
2026-000091,/ForeclosurePortal/Party.aspx/Index/403952?caseID=81953&attorney=False&digest=fe3tZDFSjh0QOO4KKIMLckhWFOrlfZU2zfoPpNVQb%2FY,"ARNOLD, EDWARD",,,denver,CO,,,"$435,000.00",6/11/2026,OPEN,2/11/2026,"7020 E GIRARD AVENUE APT 303, DENVER, CO, 80224"
2025-000673,/ForeclosurePortal/Party.aspx/Index/402434?caseID=81855&attorney=False&digest=%2F2ZuD1Fwzogzcy%2FVDWgAqA4voBLMT5g7Sky4uP2Eh4E,"ARRINGTON, JR., OTIS",,,denver,CO,,,"$435,000.00",4/30/2026,OPEN,12/30/2025,"12978 E ELGIN DRIVE, DENVER, CO, 80239"
2025-000458,/ForeclosurePortal/Party.aspx/Index/398730?caseID=81640&attorney=False&digest=A5ZrDm7BiyrLU1mO06xCamX7TXoZmUKrOe8pkLC55As,"ASH, JANICE",,,denver,CO,,,"$75,150.00",,CLOSED,9/11/2025,"1061 QUEBEC ST, DENVER, CO, 80220"
2025-000368,/ForeclosurePortal/Party.aspx/Index/397468?caseID=81550&attorney=False&digest=YDQeF7siyff%2Bx%2FmWhWqzBe8HLv8eAB7ozyCwQlPRYZU,"ASNICAR, SHIRLEY J",,,denver,CO,,,"$684,000.00",,CLOSED,7/24/2025,"176 S KING ST, DENVER, CO, 80219"
2025-000654,/ForeclosurePortal/Party.aspx/Index/402140?caseID=81836&attorney=False&digest=%2B3bNaDsszy%2FoCemzzMfdCs84%2BZdePMX5%2BE0PFDvkA80,"AUER, MARILYN A",,,denver,CO,,,"$781,500.00",4/23/2026,OPEN,12/19/2025,"1245 ELIZABETH STREET, DENVER, CO, 80206"
2025-000367,/ForeclosurePortal/Party.aspx/Index/397462?caseID=81549&attorney=False&digest=wgVPz0HHmHVccqUlAjNZGKhF9Dq2LGFASxWB4RrPY68,"AVALOS, ARTHUR",,,denver,CO,,,"$200,000.00",,CLOSED,7/24/2025,"8555 FAIRMOUNT DR, APT D208, DENVER, CO, 80247"
2025-000337,/ForeclosurePortal/Party.aspx/Index/397043?caseID=81519&attorney=False&digest=5YOitRjUZkFBY9QdxQVl1oMbWxsI52EP0M6lgObkx%2F8,"AVILA GARCIA, JAIME",,,denver,CO,,,"$228,000.00",,CLOSED,7/3/2025,"160 UTICA STREET, DENVER, CO, 80219"
2026-000007,/ForeclosurePortal/Party.aspx/Index/402635?caseID=81869&attorney=False&digest=3CTi8c2ob%2BzeMbRjalqOgSmrbmpl7x5HnZySGVAMPWc,AVP NEWTON VENTURE LLC,,,denver,CO,,,"$12,645,000.00",5/14/2026,OPEN,1/13/2026,"1259 NEWTON STREET, DENVER, COLORADO, 80204"
2025-000620,/ForeclosurePortal/Party.aspx/Index/401399?caseID=81802&attorney=False&digest=C1S9Eb9DJ5kXhyDDLyxpf1jxu11VbYiZ9HPn9Ee5iBo,"AYMAMI, STEPHANIE MICHELLE",,,denver,CO,,,"$93,600.00",4/9/2026,OPEN,12/9/2025,"8555 FAIRMOUNT DRIVE # I-207, DENVER, CO, 80247"
2025-000410,/ForeclosurePortal/Party.aspx/Index/398106?caseID=81592&attorney=False&digest=bL0tHtVCi3dNYM9GsNlkQ3cajkLVCvJUesx5HDsNDyk,"BACA, RUBY H",,,denver,CO,,,"$112,637.00",,CLOSED,8/19/2025,"1300 SOUTH QUIVAS STREET, DENVER, CO, 80223"
2025-000432,/ForeclosurePortal/Party.aspx/Index/398391?caseID=81614&attorney=False&digest=vFq%2BqXV7srcVd8GryZbpITR98i%2BOCQ1Hy6w2RCYbnG8,"BAIER, PATRICIA",,,denver,CO,,,"$62,994.00",,CLOSED,9/5/2025,"6700 E MISSISSIPPI AVE # D, DENVER, CO, 80224"
2025-000387,/ForeclosurePortal/Party.aspx/Index/397737?caseID=81569&attorney=False&digest=2h1V3JvFPCUJk8jO9A1FhPJBl0DRzXxAxIXXllssasA,"BAKER, ELAINE J",,,denver,CO,,,"$31,000.00",,CLOSED,8/4/2025,"7877 EAST MISSISSIPPI AVENUE APT 704, DENVER, CO, 80247-2035"
2025-000502,/ForeclosurePortal/Party.aspx/Index/399607?caseID=81684&attorney=False&digest=nZIlE%2FAHqGQCrfWR%2Bhu8vAuzahtdag2lDM9s4VpJYwE,"BALDYGA, STEPHANIE",,,denver,CO,,,"$235,940.00",4/2/2026,OPEN,10/1/2025,"18648 E. 54TH AVE, DENVER, CO, 80249"
2026-000050,/ForeclosurePortal/Party.aspx/Index/403283?caseID=81912&attorney=False&digest=FFx7EAs4UaivCb%2F335xiVXNRrE5YOO7VPomHLzdZZX4,"BALLENGER, PAUL EVERETT",,,denver,CO,,,"$637,140.00",5/28/2026,OPEN,1/27/2026,"5756 BOSTON ST, DENVER, CO, 80238"
2025-000388,/ForeclosurePortal/Party.aspx/Index/397753?caseID=81570&attorney=False&digest=4D%2BsZEAnYb%2FwBP5YA1MGe2Pv1JvukrCXNqXEi4ut7vQ,"BAME, BRIAN L.",,,denver,CO,,,"$60,400.00",,CLOSED,8/5/2025,"1816 S KNOX CT, DENVER, COLORADO, 80219"
2025-000526,/ForeclosurePortal/Party.aspx/Index/399986?caseID=81708&attorney=False&digest=VooNdDF7XJO9KcNBpn0U3PN0ZsQ6viHm71RAgtxv%2FuM,"BANKS, RAYMOND",,,denver,CO,,,"$388,800.00",,CLOSED,10/20/2025,"4320 NEPAL STREET, DENVER, CO, 80249"
2025-000274,/ForeclosurePortal/Party.aspx/Index/396038?caseID=81456&attorney=False&digest=XQWgmm9Q4RynEL8XKfzuy0Q8OM2Aim2qltnw3Q1fqjo,"BANKS, TAMARA",,,denver,CO,,,"$40,874.00",,CLOSED,6/2/2025,"2550 WASHINGTON ST N APT # 403, DENVER, CO, 80205-3181"
2025-000287,/ForeclosurePortal/Party.aspx/Index/396247?caseID=81469&attorney=False&digest=O6SlITGybyFy1Mp3AA0kB%2BDZQcfwUnmmZw7DQAXHNN8,"BARBOUR, CHRISTOPHER A.",,,denver,CO,,,"$138,000.00",,CLOSED,6/6/2025,"2121 E VIRGINIA AVE., DENVER, CO, 80209"
2025-000605,/ForeclosurePortal/Party.aspx/Index/401168?caseID=81787&attorney=False&digest=5goc5%2BV%2B8OGHzP99EkF6UD7Jc4CLkmmTC4c%2F5WsqUgw,"BARBOUR, CHRISTOPHER A.",,,denver,CO,,,"$265,000.00",3/26/2026,OPEN,11/25/2025,"765 S DOWNING ST, DENVER, COLORADO, 80209"
2025-000427,/ForeclosurePortal/Party.aspx/Index/398318?caseID=81609&attorney=False&digest=yzmy0xpzxvTSKEn6mJdHjEELjGGFczoeWwQkF6EYrAI,"BARD JR, WAYNE G",,,denver,CO,,,"$154,200.00",,CLOSED,8/27/2025,"1155 ASH STREET #602, DENVER, CO, 80220"
2025-000664,/ForeclosurePortal/Party.aspx/Index/402285?caseID=81846&attorney=False&digest=OdKEosOue9PQcKBZlilQzn3b5CcX0ksicB1%2BZO4x%2BO8,"BARNETT-LAWSON, MYRNA E",,,denver,CO,,,"$727,500.00",4/23/2026,OPEN,12/24/2025,"764 SOUTH OSAGE STREET, DENVER, CO, 80223"
2026-000042,/ForeclosurePortal/Party.aspx/Index/403169?caseID=81904&attorney=False&digest=zBids%2FJctsKTmCmHh7hbtXGKNSVfhbGDGJ5Q7GhodyQ,"BARNUM VIEWS, LLC",,,denver,CO,,,"$295,000.00",6/4/2026,OPEN,2/2/2026,"348 SOUTH MEADE ST, DENVER, CO, 80219"
2026-000080,/ForeclosurePortal/Party.aspx/Index/403777?caseID=81942&attorney=False&digest=CZw8uTE51I2nBvZ4KOYqN%2FlL0Fz%2BDHVYDTQcm9bA7Zs,"BATEMAN, JAMES C.",,,denver,CO,,,"$115,500.00",6/11/2026,CLOSED,2/9/2026,"1163 KRAMERIA ST. #B, DENVER, CO, 80220"
2025-000666,/ForeclosurePortal/Party.aspx/Index/402329?caseID=81848&attorney=False&digest=BEyEuMmOZ%2Ff%2BJwnpVZ3hAMQlV2ssc8DmANOw7jeP1x4,"BAZE, RANDELL",,,denver,CO,,,"$190,000.00",4/23/2026,OPEN,12/24/2025,"6800 EAST TENNESSEE AVENUE 162, DENVER, CO, 80224"
2025-000534,/ForeclosurePortal/Party.aspx/Index/400122?caseID=81716&attorney=False&digest=vEnBGx7lb%2FntuOyJezV0BmrwoKZG2MntCULNcQyvpgA,"BELARDE, GERALDINE",,,denver,CO,,,"$156,000.00",,CLOSED,10/23/2025,"4994 SCRANTON COURT, DENVER, CO, 80239"
2025-000461,/ForeclosurePortal/Party.aspx/Index/398769?caseID=81643&attorney=False&digest=ijXpVzhBbUw7HCTorpJxk5i8y943MBK3cuTftmHcJF4,"BELL, SANDRA L",,,denver,CO,,,"$592,500.00",,CLOSED,9/12/2025,"12591 HICKMAN PL, DENVER, CO, 80239"
2026-000086,/ForeclosurePortal/Party.aspx/Index/403881?caseID=81948&attorney=False&digest=v7C2bug%2FfA569kJxqnBMjpAEStRCG2vW5EaqvEWF6JA,"BENEFICIAL PROPERTY GROUP LLC, A COLORADO LIMITED LIABILITY COMPANY",,,denver,CO,,,"$505,000.00",6/11/2026,OPEN,2/10/2026,"1137 COLORADO BLVD, DENVER, COLORADO, 80206"
2025-000644,/ForeclosurePortal/Party.aspx/Index/401767?caseID=81826&attorney=False&digest=s%2BGpck2x%2FO8d%2FFcE157o%2BLbww2yJ1SJFVfL%2F8JjpIq0,"BERNARD KENT NILSON, TRUSTEE OF THE BERNARD KENT NILSON TRUST DATED NOVEMBER 9TH, 2000",,,denver,CO,,,"$562,500.00",4/16/2026,CLOSED,12/17/2025,"1867 S TENNYSON STREET, DENVER, CO, 80219"
2025-000586,/ForeclosurePortal/Party.aspx/Index/400851?caseID=81768&attorney=False&digest=a%2Fdq3t78muwKeEO9c1H0bfopLYic9p8mbJJmKcVTpDY,"BERRY, DAVID S",,,denver,CO,,,"$260,200.00",3/19/2026,OPEN,11/18/2025,"3460 W EVANS AVENUE, DENVER, CO, 80219"
2025-000492,/ForeclosurePortal/Party.aspx/Index/399247?caseID=81674&attorney=False&digest=WI8GJDh82S34UCLV4QblZOq88gVkM9CPlsNRTuLgooQ,"BERTOLLT, ANDREA",,,denver,CO,,,"$490,943.00",,CLOSED,9/25/2025,"5559 GIBRALTAR ST, DENVER, CO, 80249"
2025-000595,/ForeclosurePortal/Party.aspx/Index/400990?caseID=81777&attorney=False&digest=Ch6DuVReCm1ezBZ%2B%2FEie%2B3sv46oy0juQaLrCN%2B208xs,"BINFET, KENNETH D.",,,denver,CO,,,"$152,850.00",3/26/2026,CLOSED,11/24/2025,"1116 E 13TH AVE. D4, DENVER, CO, 80218"
2025-000364,/ForeclosurePortal/Party.aspx/Index/397425?caseID=81546&attorney=False&digest=qjYb%2FcHcnTBBEwFZV%2FbZZhNsejHYA6KoSjMg2LEm2lY,"BINGHAM, BRADEN",,,denver,CO,,,"$484,000.00",,CLOSED,7/24/2025,"3939 INCA STREET, DENVER, CO, 80211"
2025-000592,/ForeclosurePortal/Party.aspx/Index/400947?caseID=81774&attorney=False&digest=ii28TQLXg%2BMvOAxsxTRw2zgNqTvJVY4FVuXfzIjRB1s,"BLANKENSHIP, CONREY",,,denver,CO,,,"$191,920.00",3/19/2026,OPEN,11/20/2025,"9700 EAST ILIFF AVENUE UNIT #G67, DENVER, CO, 80231"
2026-000051,/ForeclosurePortal/Party.aspx/Index/403296?caseID=81913&attorney=False&digest=T7eHySgZC%2BFi0D52VxcA1nN9Gi%2FSKSl28Wd1wsXuJ7A,"BLUPLANET PROPERTY SOLUTIONS LLC, A NEVADA LIMITED LIABILITY COMPANY",,,denver,CO,,,"$850,000.00",6/4/2026,OPEN,2/2/2026,"2725 KING STREET, DENVER, CO, 80211"
2025-000369,/ForeclosurePortal/Party.aspx/Index/397478?caseID=81551&attorney=False&digest=neOi2DfeO%2BtJRF93AleqvPzIgp80WWmAI%2BQVKMzThQw,"BOLEN, FLOYD W.",,,denver,CO,,,"$473,999.00",,CLOSED,7/25/2025,"8300 FAIRMOUNT DRIVE UNIT C104, DENVER, COLORADO, 80247-6526"
2025-000573,/ForeclosurePortal/Party.aspx/Index/400686?caseID=81755&attorney=False&digest=VxOG0E3MrgEIKeEWKcZjj72TbP3QHYXLR8U4klHnIdw,"BOLES, SHIRLEY J",,,denver,CO,,,"$60,000.00",5/14/2026,OPEN,11/12/2025,"4254 LIPAN ST, DENVER, CO, 80211-2547"
2025-000583,/ForeclosurePortal/Party.aspx/Index/400813?caseID=81765&attorney=False&digest=jsD8QuF631m%2Fl83fZhQoUBJDg5BYqm0KdAImtN3bzZA,"BOSSER III, JOHNNY",,,denver,CO,,,"$96,700.49",3/19/2026,CLOSED,11/18/2025,"4720 COLUMBINE ST, DENVER, CO, 80216"
2025-000309,/ForeclosurePortal/Party.aspx/Index/396561?caseID=81491&attorney=False&digest=9B%2FA68g%2B3Yjb%2FZwmGQPguXtljhxj4DnR8wI5J4BpYsY,"BRAHMSTEADT, MAXINE L.",,,denver,CO,,,"$1,456,200.00",,CLOSED,6/18/2025,"2174-2176 S SHERMAN STREET, DENVER, CO, 80210"
2025-000413,/ForeclosurePortal/Party.aspx/Index/398147?caseID=81595&attorney=False&digest=PXQB05YUK%2F00aD%2BbRW67UXefDEDZfj0TqTQu5UxlrSo,"BRIGGS, RANDALL",,,denver,CO,,,"$391,773.00",3/26/2026,ON HOLD,8/19/2025,"3132 N UMATILLA ST APT A, DENVER, CO, 80211"
2025-000626,/ForeclosurePortal/Party.aspx/Index/401502?caseID=81808&attorney=False&digest=TeviXRTklrN8FID5UrXWDMcFO%2FwU7DRKbVdk0wPrb0k,"BRITTEN KAILYN RYDER PETERS, AS TO AN UNDIVIDED 99 PERCENT AND NATHAN E. MOUNTON, AS TO AN UNDIVIDED 1 PERCENT, AS TENANTS IN COMMON",,,denver,CO,,,"$25,000.00",4/16/2026,CLOSED,12/12/2025,"3837 W KENYON AVENUE, DENVER, COLORADO, 80236"
2025-000375,/ForeclosurePortal/Party.aspx/Index/397561?caseID=81557&attorney=False&digest=sfMdE7klAmH5DROw0soqfGPfRbk5Tog398Fjxsdn1iA,"BROCK, BRANDI D.",,,denver,CO,,,"$217,000.00",,CLOSED,7/29/2025,"2741 S UTICA ST., DENVER, CO, 80236"
2025-000366,/ForeclosurePortal/Party.aspx/Index/397453?caseID=81548&attorney=False&digest=Vx98i6qLtH5dwu2S4tswiRHsdjLXGg5DaQPcRnHJ6Mk,"BROWN, BRANDON",,,denver,CO,,,"$327,309.00",4/2/2026,OPEN,7/25/2025,"1684 S MICHIGAN WAY, DENVER, COLORADO, 80219"
2025-000418,/ForeclosurePortal/Party.aspx/Index/398226?caseID=81600&attorney=False&digest=l9d7uQ95J9vuFkwYE02%2BToRdwex%2F4Lyb6kb3Mjr1WNM,"BROWN, DAVID CHARLES",,,denver,CO,,,"$221,992.00",,CLOSED,8/22/2025,"100 PARK AVENUE WEST 505, DENVER, CO, 80205"
2026-000089,/ForeclosurePortal/Party.aspx/Index/403919?caseID=81951&attorney=False&digest=G0vdD6cL5tGrt2GTCc6suniXjm5Go5MP3%2FcszTImgiI,"BRYANT-HAKIM, GABRIELLE",,,denver,CO,,,"$354,631.00",6/11/2026,OPEN,2/11/2026,"17989 E 54TH AVENUE, DENVER, COLORADO, 80249"
2025-000556,/ForeclosurePortal/Party.aspx/Index/400450?caseID=81738&attorney=False&digest=SLlpp1rBQpXaamWigzg8XD53XDEREr%2FbzZieu0UQgmM,"BUDZIAK, LORI",,,denver,CO,,,"$319,113.00",4/9/2026,OPEN,11/4/2025,"4356 SABLE STREET, DENVER, CO, 80239"
